Crop_Type,Temperature,Humidity,Soil_pH,Crop_Yield
Rice,14.582,80,8,0
Potato,20.148,79.852,6.75,62.761
Wheat,7.92,80,6.5,0
Corn,24.364,75.636,6.25,37.474
Rice,16.347,80,6.5,14.885
Potato,16.077,80,5.5,25.482
Wheat,22.702,77.298,6.75,42.854
Corn,26.327,73.673,8,24.836
Rice,16.787,80,6.75,13.847
Potato,22.361,77.639,5.5,36.479
Wheat,13.993,80,5.5,23.684
Corn,14.164,80,5.5,25.669
Rice,16.168,80,5.5,7.954
Potato,16.397,80,6.5,56.223
Wheat,14.951,80,8,31.703
Corn,18.583,80,6.5,85.203
Rice,20.954,79.046,6.5,61.599
Potato,9.331,80,8,0
Wheat,11.83,80,5.5,10.52
Corn,14.014,80,6.75,26.364
Rice,7.445,80,6.75,0
Potato,26.706,73.294,6.25,25.167
Wheat,6.174,80,6.5,0
Corn,9.045,80,5.5,0
Rice,21.822,78.178,6.25,57.926
Potato,16.987,80,8,37.677
Wheat,25.428,74.572,5.5,22.855
Corn,16.885,80,6.5,69.685
Rice,11.703,80,8,0
Potato,23.259,76.741,5.5,34.83
Wheat,12.227,80,5.5,12.923
Corn,9.592,80,6.25,0
Rice,12.999,80,6.25,0
Potato,19.013,80,6.5,75.59
Wheat,0.828,80,6.25,0
Corn,19.929,80,8,70.646
Rice,9.94,80,6.5,0
Potato,7.748,80,6.75,0
Wheat,11.598,80,8,10.05
Corn,10.691,80,6.75,4.034
Rice,23.73,76.27,6.5,92.906
Potato,18.741,80,5.5,44.176
Wheat,13.62,80,6.25,26.647
Corn,21.172,78.828,6.5,89.571
Rice,18.316,80,6.75,25.135
Potato,16.05,80,6.25,41.122
Wheat,18.339,80,6.5,75.943
Corn,9.444,80,6.5,0
Rice,14.866,80,6.5,0
Potato,21.806,78.194,6.5,80.27
Wheat,12.086,80,5.5,10.896
Corn,13.449,80,6.75,17.467
Rice,15.576,80,5.5,3.987
Potato,6.219,80,6.75,0
Wheat,13.322,80,8,20.106
Corn,19.765,80,6.5,102.896
Rice,4.872,80,8,0
Potato,4.693,80,6.25,0
Wheat,23.143,76.857,8,45.059
Corn,13.947,80,5.5,26.918
Rice,16.528,80,5.5,9.941
Potato,21.207,78.793,6.75,51.617
Wheat,22.421,77.579,6.5,55.059
Corn,16.951,80,6.25,49.153
Rice,24.417,75.583,6.5,100.502
Potato,11.009,80,6.5,9.705
Wheat,10.234,80,6.75,1.585
Corn,16.038,80,5.5,33.021
Rice,21.181,78.819,5.5,37.477
Potato,10.1,80,5.5,0.538
Wheat,20.675,79.325,5.5,53.914
Corn,18.01,80,6.25,70.73
Rice,12.023,80,6.5,0
Potato,13.025,80,6.5,30.473
Wheat,14.379,80,6.5,40.867
Corn,26.018,73.982,5.5,24.488
Rice,16.759,80,6.25,13.517
Potato,7.924,80,6.25,0
Wheat,11.404,80,6.75,7.944
Corn,13.53,80,6.5,37.866
Rice,15.951,80,8,6.031
Potato,15.141,80,6.75,30.852
Wheat,7.871,80,6.5,0
Corn,3.733,80,5.5,0
Rice,11.259,80,6.25,0
Potato,21.256,78.744,6.25,59.496
Wheat,14.042,80,6.5,32.727
Corn,2.743,80,8,0
Rice,16.838,80,6.5,20.106
Potato,15.053,80,6.5,38.691
Wheat,6.386,80,6.25,0
Corn,11.519,80,6.75,11.866
Rice,17.738,80,6.5,27.213
Potato,21.13,78.87,6.25,64.554
Wheat,15.029,80,6.5,41.845
Corn,14.738,80,6.5,41.862
Rice,13.224,80,8,0
Potato,14.466,80,5.5,25.954
Wheat,7.053,80,6.25,0
Corn,16.526,80,6.25,45.317
Rice,12.239,80,6.25,0
Potato,13.921,80,6.5,41.66
Wheat,22.373,77.627,6.25,65.749
Corn,12.91,80,6.5,32.214
Rice,25.053,74.947,6.25,77.678
Potato,16.559,80,6.75,40.835
Wheat,13.653,80,5.5,18.679
Corn,19.468,80,8,54.99
Rice,17.241,80,8,15.086
Potato,16.166,80,6.5,54.421
Wheat,16.352,80,5.5,34.068
Corn,12.117,80,6.25,17.388
Rice,17.998,80,6.75,20.409
Potato,15.104,80,8,30.662
Wheat,18.611,80,6.25,61.553
Corn,17.96,80,8,51.112
Rice,15.6,80,6.75,4.578
Potato,11.821,80,6.75,11.16
Wheat,23.193,76.807,6.25,54.244
Corn,17.518,80,6.75,46.851
Rice,13.9,80,8,0
Potato,15.213,80,6.5,48.072
Wheat,13.611,80,5.5,20.301
Corn,19.136,80,6.75,58.738
Rice,9.299,80,8,0
Potato,8.932,80,6.5,0
Wheat,16.65,80,6.5,65.08
Corn,6.182,80,5.5,0
Rice,10.79,80,5.5,0
Potato,17.491,80,6.25,49.566
Wheat,16.351,80,5.5,28.08
Corn,21.92,78.08,6.5,71.741
Rice,18.67,80,6.25,33.855
Potato,19.697,80,6.75,54.182
Wheat,14.023,80,5.5,21.053
Corn,20.693,79.307,6.75,50.676
Rice,24.146,75.854,5.5,65.316
Potato,11.989,80,5.5,12.701
Wheat,5.334,80,6.5,0
Corn,15.428,80,6.25,49.71
Rice,11.941,80,6.25,0
Potato,11.295,80,6.75,7.195
Wheat,15.85,80,8,31.389
Corn,18.034,80,5.5,33.331
Rice,16.561,80,8,12.814
Potato,20.18,79.82,5.5,54.524
Wheat,17.031,80,6.5,69.077
Corn,18.26,80,5.5,60.28
Rice,17.46,80,6.5,28.208
Potato,16.698,80,6.75,38.482
Wheat,18.186,80,6.5,77.992
Corn,8.158,80,5.5,0
Rice,16.923,80,6.5,22.65
Potato,17.617,80,8,35.417
Wheat,21.789,78.211,6.25,69.789
Corn,24.524,75.476,6.5,58.483
Rice,12.128,80,6.75,0
Potato,9.634,80,6.25,0
Wheat,15.565,80,8,28.403
Corn,13.48,80,6.5,35.77
Rice,13.073,80,6.25,0
Potato,16.124,80,5.5,30.283
Wheat,20.836,79.164,8,52.93
Corn,13.802,80,5.5,23.475
Rice,9.988,80,6.25,0
Potato,11.64,80,8,7.582
Wheat,17.99,80,5.5,39.866
Corn,4.816,80,6.5,0
Rice,11.969,80,6.75,0
Potato,8.83,80,8,0
Wheat,15.158,80,6.25,41.795
Corn,20.054,79.946,6.75,66.166
Rice,13.181,80,5.5,0
Potato,10.708,80,5.5,3.553
Wheat,22.347,77.653,6.75,42.618
Corn,8.149,80,6.75,0
Rice,27.344,72.656,6.25,56.44
Potato,22.514,77.486,6.5,69.616
Wheat,17.987,80,6.75,49.378
Corn,3.765,80,6.5,0
Rice,22.174,77.826,5.5,43.397
Potato,17.187,80,6.25,56.968
Wheat,14.749,80,8,30.146
Corn,14.892,80,5.5,30.191
Rice,13.28,80,6.25,0
Potato,17.437,80,6.25,56.544
Wheat,19.456,80,6.75,59.875
Corn,14.055,80,8,26.061
Rice,11.73,80,6.5,0
Potato,11.354,80,8,8.508
Wheat,9.563,80,6.25,0
Corn,8.775,80,8,0
Rice,22.182,77.818,6.75,49.295
Potato,15.11,80,5.5,21.899
Wheat,18.606,80,8,46.769
Corn,16.317,80,6.25,62.452
Rice,12.753,80,5.5,0
Potato,3.635,80,8,0
Wheat,5.714,80,8,0
Corn,17.226,80,6.75,47.356
Rice,17.063,80,6.75,16.263
Potato,15.954,80,6.5,56.883
Wheat,16.058,80,8,36.028
Corn,16.217,80,6.5,58.814
Rice,21.747,78.253,6.75,47.417
Potato,13.539,80,6.75,23.366
Wheat,13.67,80,5.5,20.624
Corn,18.357,80,5.5,66.132
Rice,13.435,80,6.75,0
Potato,10.271,80,5.5,1.387
Wheat,14.08,80,5.5,22.119
Corn,21.258,78.742,5.5,47.503
Rice,19.334,80,6.75,32.823
Potato,9.137,80,8,0
Wheat,17.101,80,8,38.199
Corn,6.465,80,5.5,0
Rice,17.65,80,6.5,30.87
Potato,21.475,78.525,8,51.954
Wheat,6.316,80,6.75,0
Corn,11.024,80,5.5,5.856
Rice,14.746,80,6.5,0
Potato,13.477,80,6.5,31.955
Wheat,16.76,80,6.75,28.979
Corn,23.719,76.281,6.25,44.895
Rice,7.184,80,8,0
Potato,9.388,80,5.5,0
Wheat,8.296,80,5.5,0
Corn,3.371,80,6.5,0
Rice,16.912,80,6.75,11.91
Potato,17.512,80,6.75,41.496
Wheat,17.774,80,5.5,45.353
Corn,14.7,80,8,30.727
Rice,14.886,80,6.25,0
Potato,16.561,80,8,32.502
Wheat,19.295,80,6.5,85.181
Corn,18.392,80,6.75,58.015
Rice,10.738,80,5.5,0
Potato,16.053,80,6.5,52.979
Wheat,15.361,80,6.5,55.618
Corn,14.22,80,6.75,24.646
Rice,21.481,78.519,5.5,47.712
Potato,19.237,80,6.75,58.298
Wheat,15.202,80,6.5,47.006
Corn,25.248,74.752,6.25,42.08
Rice,17.674,80,5.5,19.273
Potato,9.583,80,6.25,0
Wheat,13.156,80,6.25,28.139
Corn,12.212,80,6.5,22.107
Rice,16.866,80,5.5,11.973
Potato,18.325,80,5.5,37.986
Wheat,15.804,80,5.5,31.311
Corn,13.204,80,6.25,28.457
Rice,18.061,80,6.25,24.932
Potato,24.097,75.903,6.75,34.964
Wheat,17.456,80,5.5,45.228
Corn,10.374,80,6.75,2.282
Rice,9.429,80,6.75,0
Potato,13.831,80,5.5,21.249
Wheat,17.548,80,6.25,50.653
Corn,19.561,80,6.5,100.631
Rice,10.156,80,6.5,0
Potato,18.873,80,8,52.753
Wheat,13.648,80,6.5,32.929
Corn,22.223,77.777,8,40.807
Rice,5.118,80,8,0
Potato,14,80,6.5,35.289
Wheat,12.028,80,6.25,13.272
Corn,3.417,80,5.5,0
Rice,11.512,80,8,0
Potato,17.506,80,6.75,49.434
Wheat,25.674,74.326,6.75,23.213
Corn,19.808,80,8,69.071
Rice,6.968,80,6.75,0
Potato,16.122,80,6.5,62.911
Wheat,12.173,80,8,10.889
Corn,17.512,80,5.5,56.17
Rice,14.881,80,6.75,0
Potato,10.811,80,5.5,4.048
Wheat,7.184,80,6.25,0
Corn,14.134,80,6.5,44.051
Rice,14.307,80,5.5,0
Potato,14.924,80,6.5,36.496
Wheat,16.238,80,6.75,35.226
Corn,12.381,80,5.5,14.052
Rice,27.197,72.803,5.5,50.191
Potato,21.085,78.915,6.25,56.088
Wheat,12.058,80,5.5,10.483
Corn,17.108,80,8,46.533
Rice,24.906,75.094,5.5,51.11
Potato,5.873,80,5.5,0
Wheat,12.957,80,5.5,16.834
Corn,13.011,80,5.5,17.098
Rice,20.87,79.13,6.5,72.838
Potato,8.312,80,6.75,0
Wheat,13.852,80,6.75,21.338
Corn,18.28,80,6.25,65.82
Rice,17.856,80,8,20.021
Potato,11.401,80,6.75,6.998
Wheat,7.881,80,6.75,0
Corn,21.734,78.266,6.5,69.385
Rice,18.243,80,6.75,22.12
Potato,12.377,80,6.5,24.879
Wheat,10.058,80,6.25,0.56
Corn,16.781,80,5.5,38.942
Rice,21.87,78.13,5.5,41.743
Potato,19.64,80,8,60.182
Wheat,16.862,80,6.25,52.303
Corn,19.917,80,6.5,99.002
Rice,25.66,74.34,6.5,95.115
Potato,22.908,77.092,6.75,43.69
Wheat,6.141,80,5.5,0
Corn,11.334,80,8,8.254
Rice,6.478,80,5.5,0
Potato,7.949,80,6.5,0
Wheat,19.541,80,8,49.824
Corn,15.591,80,6.25,40.101
Rice,15.724,80,5.5,4.767
Potato,14.123,80,6.25,26.772
Wheat,24.413,75.587,6.75,36.223
Corn,41.913,58.087,5.5,0
Rice,23.271,76.729,6.5,83.6
Potato,22.53,77.47,8,43.831
Wheat,23.432,76.568,5.5,30.518
Corn,28.236,71.764,6.25,13.296
Rice,29.866,70.134,5.5,30.499
Potato,28.022,71.978,6.75,11.527
Wheat,23.629,76.371,6.75,38.624
Corn,33.222,66.778,6.25,0
Rice,23.211,76.789,5.5,63.732
Potato,27.071,72.929,6.75,19.113
Wheat,24.256,75.744,8,34.521
Corn,31.21,68.79,8,0
Rice,27.205,72.795,6.75,51.385
Potato,21.483,78.517,6.5,67.165
Wheat,28.796,71.204,6.5,11.555
Corn,30.169,69.831,6.25,0
Rice,23.419,76.581,8,60.6
Potato,24.623,75.377,6.25,43.256
Wheat,29.714,70.286,6.25,1.883
Corn,24.764,75.236,5.5,24.447
Rice,20.712,79.288,8,44.508
Potato,25.511,74.489,6.5,40.975
Wheat,10.075,80,5.5,0.426
Corn,20.191,79.809,5.5,55.46
Rice,26.936,73.064,8,50.764
Potato,17.911,80,6.25,56.804
Wheat,18.256,80,6.25,56.845
Corn,26.972,73.028,6.75,15.362
Rice,20.207,79.793,8,36.91
Potato,19.642,80,6.5,93.945
Wheat,20.604,79.396,5.5,54.329
Corn,27.981,72.019,8,11.298
Rice,34.137,65.863,6.25,7.346
Potato,24.253,75.747,6.5,46.459
Wheat,16.463,80,6.25,40.872
Corn,32.765,67.235,5.5,0
Rice,28.936,71.064,6.5,62.352
Potato,25.486,74.514,6.75,22.935
Wheat,22.129,77.871,6.25,44.188
Corn,29.818,70.182,8,1.067
Rice,26.043,73.957,8,71.675
Potato,28.763,71.237,6.75,6.283
Wheat,22.829,77.171,6.25,53.282
Corn,30.933,69.067,6.25,0
Rice,30.16,69.84,5.5,33.577
Potato,26.505,73.495,6.25,21.839
Wheat,25.865,74.135,8,18.257
Corn,28.616,71.384,6.75,9.013
Rice,19.425,80,6.5,50.945
Potato,28.422,71.578,6.5,14.105
Wheat,13.635,80,6.75,24.484
Corn,31.539,68.461,6.25,0
Rice,26.758,73.242,8,57.509
Potato,33.147,66.853,5.5,0
Wheat,31.096,68.904,5.5,0
Corn,30.782,69.218,6.25,0
Rice,29.838,70.162,5.5,27.044
Potato,27.006,72.994,5.5,15.289
Wheat,26.01,73.99,6.5,34.562
Corn,26.849,73.151,8,19.482
Rice,24.351,75.649,5.5,59.148
Potato,22.862,77.138,6.25,54.607
Wheat,23.547,76.453,6.5,63.371
Corn,20.762,79.238,6.5,107.225
Rice,20.576,79.424,5.5,37.336
Potato,27.093,72.907,8,18.073
Wheat,30.023,69.977,6.75,0
Corn,29.116,70.884,6.25,7.619
Rice,27.332,72.668,8,51.124
Potato,30.911,69.089,5.5,0
Wheat,21.137,78.863,6.25,80.528
Corn,28.081,71.919,8,8.83
Rice,23.393,76.607,5.5,58.067
Potato,23.842,76.158,6.75,36.458
Wheat,22.503,77.497,6.5,64.897
Corn,24.394,75.606,8,41.544
Rice,22.942,77.058,5.5,54.066
Potato,35.685,64.315,5.5,0
Wheat,25.673,74.327,6.75,18.975
Corn,23.052,76.948,6.5,74.972
Rice,34.669,65.331,6.25,2.539
Potato,19.851,80,6.75,56.293
Wheat,28.222,71.778,5.5,10.574
Corn,27.689,72.311,6.5,24.008
Rice,21.254,78.746,6.75,47.453
Potato,26.097,73.903,6.25,25.855
Wheat,27.716,72.284,6.75,15.411
Corn,19.09,80,6.5,92.039
Rice,20.496,79.504,6.25,49.233
Potato,33.091,66.909,6.5,0
Wheat,24.257,75.743,6.25,37.777
Corn,25.598,74.402,6.75,25.591
Rice,25.859,74.141,6.5,101.447
Potato,27.723,72.277,8,11.923
Wheat,25.739,74.261,6.25,34.057
Corn,18.58,80,6.5,88.198
Rice,20.005,79.995,5.5,33.089
Potato,24.15,75.85,6.75,39.949
Wheat,19.276,80,6.75,44.382
Corn,19.094,80,5.5,57.813
Rice,30.145,69.855,6.5,41.236
Potato,14.282,80,6.75,24.332
Wheat,22.757,77.243,6.5,64.847
Corn,24.813,75.187,6.75,33.465
Rice,12.622,80,6.75,0
Potato,26.753,73.247,6.75,19.326
Wheat,28.476,71.524,8,8.294
Corn,21.517,78.483,6.25,64.668
Rice,24.053,75.947,6.75,72.89
Potato,20.501,79.499,5.5,56.643
Wheat,22.71,77.29,6.25,61.514
Corn,18.24,80,6.5,90.198
Rice,27.437,72.563,8,42.936
Potato,15.132,80,6.75,27.714
Wheat,21.56,78.44,5.5,47.314
Corn,31.264,68.736,6.75,0
Rice,27.852,72.148,8,50.292
Potato,26.332,73.668,5.5,21.23
Wheat,22.08,77.92,6.75,46.686
Corn,26.639,73.361,8,21.746
Rice,20.586,79.414,5.5,37.189
Potato,35.848,64.152,6.5,0
Wheat,24.106,75.894,8,34.303
Corn,25.954,74.046,8,28.569
Rice,23.405,76.595,6.5,113.984
Potato,22.78,77.22,6.25,57.142
Wheat,25.403,74.597,5.5,22.68
Corn,22.836,77.164,6.25,56.721
Rice,25.164,74.836,6.25,82.544
Potato,21.489,78.511,6.5,69.887
Wheat,30.843,69.157,6.25,0
Corn,19.251,80,5.5,59.213
Rice,22.72,77.28,6.25,59.068
Potato,35.161,64.839,5.5,0
Wheat,16.38,80,8,36.69
Corn,24.993,75.007,6.75,28.266
Rice,23.268,76.732,6.25,73.836
Potato,28.686,71.314,6.25,9.341
Wheat,33.062,66.938,6.75,0
Corn,29.809,70.191,5.5,1.11
Rice,25.174,74.826,6.5,108.707
Potato,12.581,80,8,15.083
Wheat,29.822,70.178,6.75,0.941
Corn,35.038,64.962,6.5,0
Rice,22.898,77.102,6.75,48.284
Potato,23.175,76.825,6.75,41.456
Wheat,21.964,78.036,5.5,39.177
Corn,23.885,76.115,5.5,35.546
Rice,24.547,75.453,6.5,108.064
Potato,32.365,67.635,8,0
Wheat,28.975,71.025,6.25,7.247
Corn,24.509,75.491,6.75,37.842
Rice,33.547,66.453,5.5,8.581
Potato,34.195,65.805,8,0
Wheat,33.644,66.356,6.5,0
Corn,26.251,73.749,6.75,24.533
Rice,22.868,77.132,6.5,83.028
Potato,26.467,73.533,8,20.186
Wheat,32.234,67.766,5.5,0
Corn,23.785,76.215,8,38.646
Rice,24.956,75.044,6.25,89.337
Potato,22.352,77.648,8,35.713
Wheat,27.203,72.797,6.25,18.137
Corn,26.57,73.43,5.5,19.634
Rice,25.279,74.721,6.25,77.331
Potato,29.141,70.859,8,5.833
Wheat,29.948,70.052,6.25,0.337
Corn,18.283,80,6.25,59.931
Rice,22.433,77.567,6.5,86.501
Potato,31.646,68.354,6.75,0
Wheat,23.463,76.537,5.5,31.979
Corn,19.11,80,8,53.641
Rice,21.267,78.733,6.25,53.327
Potato,33.323,66.677,5.5,0
Wheat,26.733,73.267,6.5,30.772
Corn,18.904,80,6.25,65.941
Rice,28.485,71.515,6.75,39.554
Potato,26.449,73.551,6.25,26.699
Wheat,25.342,74.658,6.5,44.582
Corn,20.997,79.003,6.25,69.075
Rice,14.275,80,6.5,0
Potato,31.09,68.91,6.75,0
Wheat,26.394,73.606,8,19.669
Corn,23.145,76.855,5.5,40.763
Rice,25.334,74.666,6.25,92.395
Potato,27.128,72.872,6.75,16.813
Wheat,26.859,73.141,5.5,15.237
Corn,23.349,76.651,8,44.492
Rice,24.25,75.75,5.5,56.789
Potato,23.346,76.654,6.25,53.786
Wheat,25.2,74.8,6.5,45.49
Corn,30.796,69.204,6.75,0
Rice,26.836,73.164,6.25,62.642
Potato,22.174,77.826,6.75,40.75
Wheat,27.394,72.606,6.75,14.618
Corn,18.866,80,6.5,84.439
Rice,23.805,76.195,6.75,58.759
Potato,24.189,75.811,6.75,32.046
Wheat,20.597,79.403,6.5,86.063
Corn,27.274,72.726,5.5,15.604
Rice,17.039,80,6.25,20.227
Potato,27.093,72.907,6.75,15.039
Wheat,31.241,68.759,6.5,0
Corn,20.261,79.739,6.5,94.202
Rice,25.678,74.322,8,62.475
Potato,27.819,72.181,5.5,10.9
Wheat,21.897,78.103,5.5,38.695
Corn,25.031,74.969,6.75,32.308
Rice,28.546,71.454,5.5,45.854
Potato,29.38,70.62,6.25,3.398
Wheat,30.772,69.228,6.25,0
Corn,27.548,72.452,6.25,18.07
Rice,23.74,76.26,8,59.392
Potato,24.418,75.582,6.75,31.034
Wheat,29.684,70.316,6.25,2.416
Corn,28.012,71.988,8,13.249
Rice,20.345,79.655,5.5,36.954
Potato,23.22,76.78,6.75,41.425
Wheat,22.8,77.2,6.25,46.699
Corn,21.268,78.732,6.25,59.659
Rice,30.074,69.926,6.75,29.519
Potato,24.478,75.522,6.5,56.239
Wheat,27.883,72.117,6.25,14.999
Corn,27.453,72.547,6.5,21.471
Rice,32.94,67.06,5.5,12.853
Potato,27.614,72.386,6.75,12.42
Wheat,22.489,77.511,6.25,57.923
Corn,22.787,77.213,5.5,43.029
Rice,25.145,74.855,6.75,73.949
Potato,16.633,80,6.25,41.23
Wheat,19.886,80,6.5,92.932
Corn,32.546,67.454,6.5,0
Rice,40.987,59.013,8,0
Potato,28.877,71.123,6.75,6.089
Wheat,28.688,71.312,6.75,6.566
Corn,22.224,77.776,5.5,44.736
Rice,24.158,75.842,5.5,51.107
Potato,24.271,75.729,6.75,29.951
Wheat,25.141,74.859,8,30.244
Corn,23.694,76.306,6.5,74.12
Rice,18.64,80,6.5,36.596
Potato,18.156,80,5.5,42.533
Wheat,31.785,68.215,6.75,0
Corn,29.647,70.353,6.5,3.064
Rice,29.448,70.552,5.5,30.655
Potato,20.705,79.295,6.25,68.444
Wheat,31.581,68.419,8,0
Corn,17.395,80,6.25,58.23
Rice,16.334,80,6.75,9.804
Potato,12.99,80,8,19.235
Wheat,24.675,75.325,6.25,39.839
Corn,27.811,72.189,8,11.754
Rice,15.758,80,6.25,6.859
Potato,18.404,80,6.75,37.395
Wheat,31.679,68.321,6.25,0
Corn,20.112,79.888,6.75,56.611
Rice,23.105,76.895,5.5,55.493
Potato,23.853,76.147,6.75,34.906
Wheat,29.112,70.888,8,4.27
Corn,14.866,80,6.25,34.788
Rice,28.819,71.181,8,40.708
Potato,22.315,77.685,5.5,41.662
Wheat,26.933,73.067,6.75,16.015
Corn,26.452,73.548,5.5,18.18
Rice,31.448,68.552,6.25,26.11
Potato,40.413,59.587,6.25,0
Wheat,26.37,73.63,6.5,31.94
Corn,29.215,70.785,6.5,7.07
Rice,23.9,76.1,8,63.072
Potato,26.85,73.15,8,19.192
Wheat,25.553,74.447,6.25,32.321
Corn,23.082,76.918,8,41.665
Rice,25.94,74.06,5.5,56.005
Potato,19.493,80,6.25,64.589
Wheat,26.676,73.324,8,19.911
Corn,24.164,75.836,6.5,60.034
Rice,24.341,75.659,5.5,64.335
Potato,36.025,63.975,8,0
Wheat,22.501,77.499,8,43.563
Corn,30.728,69.272,8,0
Rice,27.188,72.812,6.5,90.135
Potato,35.472,64.528,5.5,0
Wheat,25.613,74.387,6.25,37.046
Corn,27.3,72.7,6.25,18.318
Rice,22.395,77.605,5.5,38.297
Potato,17.443,80,8,43.103
Wheat,15.251,80,5.5,30.771
Corn,18.185,80,5.5,48.533
Rice,21.497,78.503,6.25,52.421
Potato,26.556,73.444,6.25,27.256
Wheat,26.488,73.512,6.5,26.995
Corn,24.744,75.256,5.5,32.686
Rice,20.446,79.554,6.25,49.161
Potato,21.201,78.799,6.75,42.384
Wheat,24.375,75.625,6.5,58.739
Corn,17.685,80,5.5,48.199
Rice,24.108,75.892,8,74.793
Potato,23.038,76.962,6.25,51.046
Wheat,28.45,71.55,8,8.617
Corn,27.314,72.686,8,16.169
Rice,24.123,75.877,6.25,78.812
Potato,29.145,70.855,8,4.507
Wheat,26.781,73.219,8,21.556
Corn,25.395,74.605,5.5,28.233
Rice,25.642,74.358,6.5,116.772
Potato,28.899,71.101,5.5,5.539
Wheat,27.736,72.264,8,13.332
Corn,29.031,70.969,6.25,6.644
Rice,30.233,69.767,8,32.948
Potato,21.144,78.856,6.25,67.8
Wheat,23.926,76.074,6.75,33.683
Corn,28.848,71.152,6.25,9.533
Rice,26.179,73.821,8,65.503
Potato,25.929,74.071,6.75,21.704
Wheat,19.325,80,6.25,64.246
Corn,27.778,72.222,5.5,14.123
Rice,23.452,76.548,5.5,51.755
Potato,15.599,80,6.75,38.027
Wheat,31.569,68.431,5.5,0
Corn,35.964,64.036,6.75,0
Rice,17.625,80,6.75,22.618
Potato,23.136,76.864,8,42.158
Wheat,17.317,80,6.25,59.866
Corn,18.124,80,5.5,43.288
Rice,29.72,70.28,6.25,35.697
Potato,21.259,78.741,6.75,56.199
Wheat,22.403,77.597,6.25,54.097
Corn,24.669,75.331,6.25,46.339
Rice,18.094,80,6.25,27.579
Potato,28.824,71.176,5.5,6.406
Wheat,35.115,64.885,6.5,0
Corn,29.719,70.281,6.5,2.637
Rice,22.928,77.072,8,56.893
Potato,16.37,80,6.75,37.369
Wheat,22.961,77.039,8,39.969
Corn,25.838,74.162,8,25.038
Rice,20.888,79.112,6.5,58.873
Potato,30.214,69.786,6.25,0
Wheat,29.424,70.576,5.5,3.084
Corn,27.379,72.621,6.5,25.22
Rice,21.448,78.552,6.5,65.613
Potato,22.736,77.264,5.5,40.627
Wheat,23.281,76.719,6.5,63.188
Corn,31.357,68.643,5.5,0
Rice,18.359,80,5.5,19.462
Potato,33.23,66.77,6.25,0
Wheat,22.231,77.769,6.5,79.951
Corn,17.097,80,5.5,45.362
Rice,26.154,73.846,6.75,60.991
Potato,28.1,71.9,5.5,9.257
Wheat,19.99,80,5.5,55.034
Corn,20.429,79.571,6.75,54.725
Rice,24.981,75.019,8,74.167
Potato,25.042,74.958,6.25,39.474
Wheat,21.579,78.421,6.75,48.421
Corn,28.618,71.382,6.5,13.366
Rice,24.734,75.266,6.5,96.689
Potato,30.17,69.83,6.5,0
Wheat,21.657,78.343,6.75,46.661
Corn,20.305,79.695,8,64.92
Rice,13.87,80,6.25,0
Potato,31.633,68.367,6.75,0
Wheat,24.39,75.61,8,28.147
Corn,13.7,80,5.5,20.32
Rice,29.499,70.501,5.5,35.613
Potato,22.161,77.839,5.5,44.69
Wheat,42.675,57.325,6.25,0
Corn,36.152,63.848,6.5,0
Rice,33.327,66.673,8,10.47
Potato,41.105,58.895,6.25,0
Wheat,36.863,63.137,5.5,0
Corn,36.963,63.037,8,0
Rice,29.66,70.34,5.5,33.046
Potato,31.714,68.286,8,0
Wheat,36.809,63.191,6.5,0
Corn,33.524,66.476,6.25,0
Rice,27.672,72.328,5.5,50.968
Potato,28.634,71.366,8,6.97
Wheat,39.913,60.087,8,0
Corn,33.827,66.173,8,0
Rice,33.295,66.705,6.75,11.174
Potato,28.608,71.392,6.25,10.282
Wheat,34.43,65.57,6.75,0
Corn,43.389,56.611,6.25,0
Rice,33.27,66.73,6.5,17.117
Potato,22.858,77.142,6.5,66.963
Wheat,42.081,57.919,6.25,0
Corn,35.59,64.41,6.75,0
Rice,42.839,57.161,6.25,0
Potato,40.609,59.391,6.25,0
Wheat,35.187,64.813,6.25,0
Corn,36.211,63.789,6.5,0
Rice,37.306,62.694,6.5,0
Potato,32.037,67.963,8,0
Wheat,32.241,67.759,5.5,0
Corn,39.776,60.224,6.75,0
Rice,39.126,60.874,6.75,0
Potato,39.004,60.996,6.25,0
Wheat,40.993,59.007,6.75,0
Corn,37.21,62.79,6.25,0
Rice,34.811,65.189,5.5,1.175
Potato,34.563,65.437,8,0
Wheat,34.08,65.92,6.25,0
Corn,27.764,72.236,6.25,16.8
Rice,36.254,63.746,8,0
Potato,30.169,69.831,5.5,0
Wheat,32.811,67.189,5.5,0
Corn,34.145,65.855,6.75,0
Rice,39.909,60.091,6.5,0
Potato,25.972,74.028,6.25,25.553
Wheat,35.689,64.311,6.5,0
Corn,42.101,57.899,6.5,0
Rice,27.764,72.236,6.25,62.679
Potato,33.289,66.711,6.75,0
Wheat,33.909,66.091,6.5,0
Corn,39.172,60.828,8,0
Rice,40.79,59.21,6.25,0
Potato,37.929,62.071,6.25,0
Wheat,37.768,62.232,6.75,0
Corn,38.597,61.403,6.75,0
Rice,34.722,65.278,5.5,1.376
Potato,29.416,70.584,5.5,2.615
Wheat,33.554,66.446,8,0
Corn,41.948,58.052,6.75,0
Rice,39.425,60.575,6.5,0
Potato,27.965,72.035,5.5,10.142
Wheat,30.003,69.997,8,0
Corn,36.489,63.511,6.75,0
Rice,31.578,68.422,6.75,22.375
Potato,37.411,62.589,8,0
Wheat,34.976,65.024,5.5,0
